relation	pattern_type	precision	support	pattern_data
Component-Whole(e2,e1)	LEMMA	0.600	6	['combine']
Entity-Destination(e1,e2)	LEMMA	0.600	6	['ship']
Other	LEMMA	0.600	6	['drag']
Other	BIGRAM	0.600	6	[('grow', 'from')]
Other	LEMMA	0.600	6	['initial']
Entity-Origin(e1,e2)	BIGRAM	0.600	6	[('his', 'own')]
Product-Producer(e1,e2)	AFTER_E2	0.600	6	['name']
Instrument-Agency(e2,e1)	DEP_VERB	0.600	6	['take', 'nsubj', 'dobj']
Instrument-Agency(e1,e2)	LEMMA	0.600	3	['let']
Component-Whole(e2,e1)	LEMMA	0.600	3	['pair']
Message-Topic(e1,e2)	BIGRAM	0.600	3	[('summarise', 'the')]
Instrument-Agency(e2,e1)	LEMMA	0.600	3	['access']
Cause-Effect(e1,e2)	BEFORE_E1	0.600	3	['both']
Other	BIGRAM	0.600	3	[('a', 'double')]
Entity-Destination(e1,e2)	BIGRAM	0.600	3	[('a', 'separate')]
Message-Topic(e1,e2)	LEMMA	0.600	3	['thing']
Other	LEMMA	0.600	3	['financial']
Other	BIGRAM	0.600	3	[('be', 'also')]
Other	BIGRAM	0.600	3	[('make', 'his')]
Message-Topic(e1,e2)	BIGRAM	0.600	3	[('report', 'on')]
Other	LEMMA	0.600	3	['act']
Product-Producer(e1,e2)	LEMMA	0.600	3	['mind']
Message-Topic(e1,e2)	BIGRAM	0.600	3	[('give', 'a')]
Message-Topic(e1,e2)	BIGRAM	0.600	3	[('around', 'the')]
Other	LEMMA	0.600	3	['assess']
Other	BIGRAM	0.600	3	[('assist', 'the')]
Entity-Destination(e1,e2)	BEFORE_E1	0.600	3	['give']
Message-Topic(e1,e2)	BIGRAM	0.600	3	[('have', 'relation')]
Entity-Destination(e1,e2)	BIGRAM	0.600	3	[('place', 'in')]
Message-Topic(e1,e2)	LEMMA	0.600	3	['allege']
Product-Producer(e1,e2)	LEMMA	0.600	3	['building']
Product-Producer(e2,e1)	BIGRAM	0.600	3	[('draw', 'up')]
Instrument-Agency(e2,e1)	LEMMA	0.600	3	['advantage']
Instrument-Agency(e2,e1)	BIGRAM	0.600	3	[('take', 'advantage')]
Instrument-Agency(e2,e1)	BIGRAM	0.600	3	[('advantage', 'of')]
Other	LEMMA	0.600	3	['finish']
Other	BIGRAM	0.600	3	[('with', 'regard')]
Component-Whole(e1,e2)	BIGRAM	0.600	3	[('the', 'low')]
Other	BIGRAM	0.600	3	[('establish', 'the')]
Message-Topic(e2,e1)	BIGRAM	0.600	3	[('present', 'in')]
Entity-Origin(e2,e1)	LEMMA	0.600	3	['ingredient']
Entity-Destination(e1,e2)	BIGRAM	0.600	3	[('be', 'leak')]
Message-Topic(e1,e2)	LEMMA	0.600	3	['survey']
Instrument-Agency(e2,e1)	LEMMA	0.600	3	['less']
Message-Topic(e1,e2)	LEMMA	0.600	3	['tackle']
Product-Producer(e2,e1)	LEMMA	0.600	3	['production']
Entity-Destination(e1,e2)	LEMMA	0.600	3	['reschedule']
Entity-Destination(e1,e2)	BIGRAM	0.600	3	[('be', 'reschedule')]
Other	BIGRAM	0.600	3	[('help', 'the')]
Component-Whole(e1,e2)	LEMMA	0.600	3	['locate']
Content-Container(e1,e2)	BIGRAM	0.600	3	[('a', 'wooden')]
Message-Topic(e1,e2)	BIGRAM	0.600	3	[('study', 'the')]
Instrument-Agency(e2,e1)	LEMMA	0.600	3	['job']
Product-Producer(e1,e2)	BIGRAM	0.600	3	[('by', 'his')]
Message-Topic(e1,e2)	BEFORE_E1	0.600	3	['present']
Content-Container(e1,e2)	LEMMA	0.600	3	['sit']
Cause-Effect(e1,e2)	LEMMA	0.600	3	['chemical']
Entity-Origin(e1,e2)	LEMMA	0.600	3	['sail']
Product-Producer(e2,e1)	BIGRAM	0.600	3	[('output', 'of')]
Member-Collection(e2,e1)	LEMMA	0.600	3	['senior']
Entity-Origin(e1,e2)	BIGRAM	0.600	3	[('develop', 'from')]
Component-Whole(e2,e1)	DEP_LABELS	0.600	3	['poss', 'nmod']
Other	DEP_VERB	0.600	3	['assemble', 'nsubj', 'dobj']
Other	DEP_LABELS	0.600	3	['csubj', 'pobj']
Other	DEP_VERB	0.600	3	['assist', 'nsubj', 'dobj']
Other	DEP_VERB	0.600	3	['design', 'nsubj', 'dobj']
