id,text,text_with_markers,relation_label,relation_type,entity1_text,entity2_text,label_id,num_tokens
2840,His son once married a princess descended from the Middle Eastern kingdom's founding family.,His son once married a [E1]princess[/E1] descended from the Middle Eastern kingdom's founding [E2]family[/E2].,"Entity-Origin(e1,e2)",Entity-Origin,princess,family,8,16
3942,Apricot marmalade is delicious on toast first thing in the morning or on piping hot dinner biscuits.,[E1]Apricot[/E1] [E2]marmalade[/E2] is delicious on toast first thing in the morning or on piping hot dinner biscuits.,"Entity-Origin(e2,e1)",Entity-Origin,Apricot,marmalade,9,18
813,The moving companies transport personal items to your new home.,The moving companies transport personal [E1]items[/E1] to your new [E2]home[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,items,home,6,11
4608,"One daughter sewed four wide shirttails into a sack, which the men in the family filled with corn and sweet potatoes and hid in a ditch.","One [E1]daughter[/E1] sewed four wide shirttails into a [E2]sack[/E2], which the men in the family filled with corn and sweet potatoes and hid in a ditch.","Product-Producer(e2,e1)",Product-Producer,daughter,sack,18,28
2890,"The editors assembled many of the leading medical specialists, researchers and allied health professionals who have extensive clinical experience with polio survivors.","The [E1]editors[/E1] assembled many of the leading medical specialists, [E2]researchers[/E2] and allied health professionals who have extensive clinical experience with polio survivors.",Other,Other,editors,researchers,16,24
4831,This usage is uncommon among players of the instrument.,This usage is uncommon among [E1]players[/E1] of the [E2]instrument[/E2].,"Instrument-Agency(e2,e1)",Instrument-Agency,players,instrument,11,10
2435,The aircraft is landing into the sea.,The [E1]aircraft[/E1] is landing into the [E2]sea[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,aircraft,sea,6,8
5449,"Inside, they found a plastic bag with cocaine inside under the driver's seat.","Inside, they found a [E1]plastic bag[/E1] with [E2]cocaine[/E2] inside under the driver's seat.","Content-Container(e2,e1)",Content-Container,plastic bag,cocaine,5,16
6432,The company moved into the music business.,The [E1]company[/E1] moved into the music [E2]business[/E2].,Other,Other,company,business,16,8
732,The Etruscan craftsmen marked their wares with ink marks.,The Etruscan [E1]craftsmen[/E1] marked their wares with ink [E2]marks[/E2].,"Instrument-Agency(e2,e1)",Instrument-Agency,craftsmen,marks,11,10
5217,She lost a propellor blade going through the Bay of Biscay and was taken in tow arriving Gibraltar 2pm 6th March.,She lost a [E1]propellor[/E1] [E2]blade[/E2] going through the Bay of Biscay and was taken in tow arriving Gibraltar 2pm 6th March.,"Component-Whole(e2,e1)",Component-Whole,propellor,blade,3,23
1289,This is supplemented by columns and articles reflecting on fantasy literature's past as well as the occasional interview.,This is supplemented by [E1]columns[/E1] and articles reflecting on fantasy literature's [E2]past[/E2] as well as the occasional interview.,"Message-Topic(e1,e2)",Message-Topic,columns,past,14,20
1703,His efforts were documented in the diaries of his sister Katherine.,His [E1]efforts[/E1] were documented in the [E2]diaries[/E2] of his sister Katherine.,"Message-Topic(e2,e1)",Message-Topic,efforts,diaries,15,12
7932,The sound system is contained in a suitcase and controlled from within the steering wheel.,The [E1]sound system[/E1] is contained in a [E2]suitcase[/E2] and controlled from within the steering wheel.,"Component-Whole(e1,e2)",Component-Whole,sound system,suitcase,2,16
6626,The study is making a valuable contribution to determining the levels of sustainable tourism in this country.,The [E1]study[/E1] is making a valuable contribution to determining the [E2]levels[/E2] of sustainable tourism in this country.,Other,Other,study,levels,16,18
517,Like a catch-22 the worst part is that acne causes stress and stress triggers acne breakouts.,Like a catch-22 the worst part is that acne causes [E1]stress[/E1] and stress triggers acne [E2]breakouts[/E2].,"Cause-Effect(e1,e2)",Cause-Effect,stress,breakouts,0,17
1101,"Given the choice, I much prefer to have products with natural ingredient than have a bottle full of chemicals.","Given the choice, I much prefer to have products with natural ingredient than have a [E1]bottle[/E1] full of [E2]chemicals[/E2].","Content-Container(e2,e1)",Content-Container,bottle,chemicals,5,21
6098,The aisles in the supermarket are well-designed.,The [E1]aisles[/E1] in the [E2]supermarket[/E2] are well-designed.,"Component-Whole(e1,e2)",Component-Whole,aisles,supermarket,2,10
7710,"Literary criticism is the study of literature by means of a microscopic knowledge of the language in which a book is written, of its growth from various roots, of its stages of development and the factors influencing them, of its condition in the period of this particular composition, of the writer's idiosyncrasies of thought and style in his ripening periods, of the general history and literature of his race, and of the special characteristics of his age and of his contemporary writers.","Literary criticism is the study of literature by means of a microscopic knowledge of the language in which a book is written, of its [E1]growth[/E1] from various [E2]roots[/E2], of its stages of development and the factors influencing them, of its condition in the period of this particular composition, of the writer's idiosyncrasies of thought and style in his ripening periods, of the general history and literature of his race, and of the special characteristics of his age and of his contemporary writers.",Other,Other,growth,roots,16,90
3695,"In contrast, the rotors of the screw compressor and quite a few others rotate in opposite directions.","In contrast, the [E1]rotors[/E1] of the screw [E2]compressor[/E2] and quite a few others rotate in opposite directions.","Component-Whole(e1,e2)",Component-Whole,rotors,compressor,2,19
5155,Polonium is distilled from bismuth under vacuum in a pot provided with a cover carrying a condenser which is positioned inside the pot.,[E1]Polonium[/E1] is distilled from [E2]bismuth[/E2] under vacuum in a pot provided with a cover carrying a condenser which is positioned inside the pot.,"Entity-Origin(e1,e2)",Entity-Origin,Polonium,bismuth,8,24
1005,Some content from the encyclopedia became a part of Microsoft's Encarta digital encyclopedia.,Some [E1]content[/E1] from the [E2]encyclopedia[/E2] became a part of Microsoft's Encarta digital encyclopedia.,"Entity-Origin(e1,e2)",Entity-Origin,content,encyclopedia,8,15
7572,The clutter in my house was destroying me.,The [E1]clutter[/E1] in my [E2]house[/E2] was destroying me.,Other,Other,clutter,house,16,9
5835,"A pious lady having built a church under the invocation of the Blessed Virgin, on the high road to Bethlehem, Longinus refused her request that his pupil should undertake the charge of it.","A pious [E1]lady[/E1] having built a [E2]church[/E2] under the invocation of the Blessed Virgin, on the high road to Bethlehem, Longinus refused her request that his pupil should undertake the charge of it.","Product-Producer(e2,e1)",Product-Producer,lady,church,18,36
1520,"Three people who are on the verge of giving up life -- a gangster in trouble with his gang, a doctor who has lost his family, and a woman with a terminal disease -- all meet up by coincidence.","Three people who are on the verge of giving up life -- a [E1][E2]gang[/E2]ster[/E1] in trouble with his gang, a doctor who has lost his family, and a woman with a terminal disease -- all meet up by coincidence.","Member-Collection(e1,e2)",Member-Collection,gangster,gang,12,42
7660,'The Incredible Shrinking Man' follows Matheson's novel and effectively captures the terror of the protagonist as he shrinks to oblivion.,'The Incredible Shrinking Man' follows Matheson's novel and effectively captures the [E1]terror[/E1] of the [E2]protagonist[/E2] as he shrinks to oblivion.,Other,Other,terror,protagonist,16,24
6611,A man who leapt from a brothel window during an immigration raid filmed for reality television later died.,A [E1]man[/E1] who leapt from a brothel [E2]window[/E2] during an immigration raid filmed for reality television later died.,"Entity-Origin(e1,e2)",Entity-Origin,man,window,8,19
3096,First Great Western is preparing to distribute thousands of leaflets on board its trains to inform customers about a major track improvement.,First Great Western is preparing to distribute thousands of [E1]leaflets[/E1] on board its trains to inform customers about a major track [E2]improvement[/E2].,"Message-Topic(e1,e2)",Message-Topic,leaflets,improvement,14,23
2516,My brother has entered my room without knocking.,My [E1]brother[/E1] has entered my [E2]room[/E2] without knocking.,"Entity-Destination(e1,e2)",Entity-Destination,brother,room,6,9
5133,"Frustrations, threats, and conflicts cause stress.","Frustrations, [E1]threats[/E1], and conflicts cause [E2]stress[/E2].","Cause-Effect(e1,e2)",Cause-Effect,threats,stress,0,9
390,The intestines have migrated into the abdomen from the umbilical cord.,The [E1]intestines[/E1] have migrated into the [E2]abdomen[/E2] from the umbilical cord.,"Entity-Destination(e1,e2)",Entity-Destination,intestines,abdomen,6,12
2914,The bacterium is spreading into the stalk tissue.,The [E1]bacterium[/E1] is spreading into the [E2]stalk tissue[/E2].,"Entity-Destination(e1,e2)",Entity-Destination,bacterium,stalk tissue,6,9
4929,Doctors treated the cancer with an experimental bone-marrow transplant procedure at Berlin's Charite hospital.,[E1]Doctors[/E1] treated the cancer with an experimental bone-marrow transplant [E2]procedure[/E2] at Berlin's Charite hospital.,"Instrument-Agency(e2,e1)",Instrument-Agency,Doctors,procedure,11,18
2373,"Sitting on wooden benches, in strong, concealed positions, the enemy machine gunners tore the platoon to shreds with their murderous weapons.","Sitting on wooden benches, in strong, concealed positions, the enemy machine [E1]gunners[/E1] tore the platoon to shreds with their murderous [E2]weapons[/E2].","Instrument-Agency(e2,e1)",Instrument-Agency,gunners,weapons,11,25
7488,"While the Yale biologists created the versatile protein mimic from DNA, Breaker theorizes that a similar enzyme could be created with RNA, which many scientists believe is the strongest candidate for being the precursor of all other life forms.","While the Yale [E1]biologists[/E1] created the versatile protein [E2]mimic[/E2] from DNA, Breaker theorizes that a similar enzyme could be created with RNA, which many scientists believe is the strongest candidate for being the precursor of all other life forms.","Product-Producer(e2,e1)",Product-Producer,biologists,mimic,18,42
5420,Prospectors have arrived in midland cars.,[E1]Prospectors[/E1] have arrived in midland [E2]cars[/E2].,Other,Other,Prospectors,cars,16,7
1783,"In exclusive buildings, a private restaurant is part of the package.","In exclusive buildings, a private [E1]restaurant[/E1] is part of the [E2]package[/E2].","Component-Whole(e1,e2)",Component-Whole,restaurant,package,2,13
